item,itemLabel,startDate,endDate
Q6265661,The 1st Baron de Villiers,1910,1914
Q15996283,Sir James Rose Innes,1914,1927
Q17627070,Sir William Henry Solomon,1927,1929
Q19538817,Jacob de Villiers,1929,1932
Q17627123,Sir John Wessels,1932,1936
Q34471047,John Stephen Curlewis,1936,1938
Q35160596,James Stratford,1938,1939
Q971066,Nicolaas Jacobus de Wet,1939,1943
Q24203414,Ernest Frederick Watermeyer,1943,1950
Q4711550,Albert van der Sandt Centlivres,1950,1957
Q13034914,Henry Allan Fagan,1957,1959
Q3838348,Lucas Cornelius Steyn,1959,1971
Q23541130,Newton Ogilvie Thompson,1971,1974
Q24203313,Frans Lourens Herman Rumpff,1974,1982
Q20679489,Pieter Jacobus Rabie,1982,1989
Q6829460,Michael Corbett,1989,1996
Q6084777,Ismail Mahomed,1998,2000
Q4777178,Arthur Chaskalson,2001,2005
Q7199595,Pius Langa,2005,2009
Q7416361,Sandile Ngcobo,2009,2011
Q6890661,Mogoeng Mogoeng,2011,2021
